Submission ID,Track,Keywords,Contributions,Languages
2068,Summarization,abstractive summarisation|architectures,nlp engineering experiment|model analysis & interpretability|publicly available software and pre-trained models,
2071,Machine Translation,domain adaptation,nlp engineering experiment,
2079,Resources and Evaluation,evaluation,approaches for low-resource settings,german|french|turkish|quechua
2080,Machine Learning for NLP,contrastive learning,"nlp engineering experiment|approaches for low-compute settings, efficiency",
2086,Large Language Models,prompting,nlp engineering experiment,
2091,Dialogue and Interactive Systems,bias/toxicity,nlp engineering experiment|model analysis & interpretability|publicly available software and pre-trained models|theory,
2092,NLP Applications,"healthcare applications, clincial nlp",nlp engineering experiment|model analysis & interpretability,
2093,Question Answering,question generation,nlp engineering experiment,
2095,Semantics: Lexical,word embeddings,"approaches for low-compute settings, efficiency",
2097,Dialogue and Interactive Systems,spoken dialogue systems|task-oriented,"approaches for low-compute settings, efficiency",
2098,Machine Learning for NLP,few-shot learning,approaches for low-resource settings,
2105,Information Retrieval and Text Mining,document representation,"nlp engineering experiment|approaches for low-compute settings, efficiency|publicly available software and pre-trained models|data analysis",
2106,Multilingualism and Cross-Lingual NLP,cross-lingual transfer,nlp engineering experiment,
2112,Semantics: Lexical,word embeddings,nlp engineering experiment,
2114,Semantics: Lexical,lexical relationships,nlp engineering experiment|data resources,
2116,Semantics: Lexical,metaphor,model analysis & interpretability,
2119,Question Answering,knowledge base qa,model analysis & interpretability|data resources,
2122,Machine Learning for NLP,generative models,nlp engineering experiment|model analysis & interpretability|publicly available software and pre-trained models,
2123,"Language Grounding to Vision, Robotics, and Beyond",vision question answering,data resources,
2125,Information Retrieval and Text Mining,contrastive learning,nlp engineering experiment,
2126,Resources and Evaluation,corpus creation,data resources,
2127,Interpretability and Analysis of Models for NLP,calibration/uncertainty,model analysis & interpretability,
2129,Machine Learning for NLP,representation learning,theory,
2130,Semantics: Lexical,lexical semantic change,"approaches for low-compute settings, efficiency",
2131,Theme Track: Reality Check,right for the wrong reasons|ai hype & expectations,position papers,
2132,Machine Translation,multilingual mt,nlp engineering experiment,
2133,Question Answering,multimodal qa,nlp engineering experiment,
2134,Speech and Multimodality,spoken language translation,nlp engineering experiment,spanish; castilian|german
2136,Summarization,abstractive summarisation,nlp engineering experiment|publicly available software and pre-trained models,
2140,NLP Applications,multimodal applications,model analysis & interpretability|data resources,
2145,Ethics and NLP,model bias/fairness evaluation,model analysis & interpretability,
2147,Speech and Multimodality,automatic speech recognition,approaches for low-resource settings,
2151,Machine Learning for NLP,few-shot learning,approaches for low-resource settings,
2152,"Semantics: Sentence-level Semantics, Textual Inference, and Other Areas",reasoning|paraphrase generation|text simplification,nlp engineering experiment|publicly available software and pre-trained models|data resources|data analysis,
2153,Ethics and NLP,model bias/unfairness mitigation,nlp engineering experiment,german
2154,Machine Learning for NLP,few-shot learning,nlp engineering experiment,
2158,Dialogue and Interactive Systems,multi-modal dialogue systems,data resources|data analysis,
2160,Speech and Multimodality,spoken language translation,nlp engineering experiment,
2164,Summarization,abstractive summarisation,model analysis & interpretability,
2165,Generation,human evaluation|automatic evaluation|analysis|model architectures,nlp engineering experiment,german
2166,Multilingualism and Cross-Lingual NLP,mutlilingual representations,nlp engineering experiment|data resources,
2173,"Syntax: Tagging, Chunking, and Parsing","parsing algorighms (symbolic, theoritical results)",theory,
2176,Linguistic Diversity,less-resourced languages|resources for less-resourced languages,approaches for low-resource settings|data resources,albanian|amharic|armenian|azerbaijani|bangla|bosnian|burmese|dari persian|french|georgian|greek|haitian creole|hausa|indonesian|khmer|kinyarwanda|korean|kurdish|lao|macedonian|mandarin chinese|northern ndebele|pashto|persian farsi|portuguese|russian|serbian|shona|somali|spanish|swahili|thai|tibetan|tigrinya|turkish|ukrainian|urdu|uzbek|vietnamese
2178,NLP Applications,legal nlp,nlp engineering experiment|model analysis & interpretability,
2181,Generation,interactive and collaborative generation,nlp engineering experiment,
2186,"Linguistic Theories, Cognitive Modeling, and Psycholinguistics",linguistic theories,model analysis & interpretability|data analysis|theory,
2187,NLP Applications,"educational applications, gec, essay scoring",nlp engineering experiment,
2192,Generation,human evaluation,data analysis,
2193,Dialogue and Interactive Systems,dialogue state tracking,"approaches for low-compute settings, efficiency",
2197,Large Language Models,security and privacy,nlp engineering experiment,
2200,NLP Applications,mathematical nlp,model analysis & interpretability,
2201,Summarization,query-focused summarization|multi-document summarization,approaches for low-resource settings|publicly available software and pre-trained models,
2204,Large Language Models,prompting|interpretability/analysis,nlp engineering experiment,
2205,Dialogue and Interactive Systems,conversational modeling,nlp engineering experiment,
2206,NLP Applications,financial/business nlp,nlp engineering experiment,japanese
2208,Large Language Models,prompting|applications,nlp engineering experiment|model analysis & interpretability,
2209,Generation,text-to-text generation,nlp engineering experiment|publicly available software and pre-trained models,
2216,NLP Applications,knowledge graphs,nlp engineering experiment|publicly available software and pre-trained models|data resources,
2221,Resources and Evaluation,nlp datasets,data resources,
2222,Machine Translation,automatic evaluation|few-shot/zero-shot mt|human evaluation|pre-training for mt,nlp engineering experiment|reproduction study,
2223,Multilingualism and Cross-Lingual NLP,multilingual benchmarks|multilingual evaluation,model analysis & interpretability|data resources,arabic|korean
2224,Interpretability and Analysis of Models for NLP,data shortcuts/artifacts,model analysis & interpretability,
2226,Computational Social Science and Cultural Analytics,hate-speech detection,nlp engineering experiment|publicly available software and pre-trained models|data resources,
